TOP,MIDDLE,JUNGLE,BOTTOM,UTILITY,OUTCOME,experience,goldspent,baron,champion_kills,dragon,inhibitor,riftHerald,tower,teamId
Kayle,Qiyana,JarvanIV,Kaisa,Zac,Win,78227,9850,1,39,2,1,2,9,100
Jax,Irelia,Lillia,Zeri,Yuumi,Lose,63790,71190,0,19,2,0,0,5,200
Garen,Sylas,JarvanIV,Xayah,Rakan,Win,69973,7100,1,31,0,2,2,7,100
Camille,Ahri,Zac,Jinx,Nilah,Lose,63105,71380,0,22,4,0,0,3,200
Rengar,Talon,Gragas,Zeri,Lux,Win,54334,7250,1,28,1,1,2,7,100
Malphite,Yone,Nidalee,Jinx,Lulu,Lose,48386,52786,0,16,2,0,0,2,200
Malphite,Azir,LeeSin,Xayah,Rakan,Win,61154,7675,1,34,3,2,1,10,100
Darius,Cassiopeia,Viego,Zeri,Thresh,Lose,44323,49823,0,13,0,0,1,0,200
Olaf,Ahri,Shaco,Ezreal,Karma,Win,35036,5860,0,18,1,0,1,2,100
Fiora,Neeko,Maokai,Samira,Zilean,Lose,29164,32639,0,4,0,0,0,0,200
Illaoi,Diana,Khazix,Ezreal,Rakan,Win,67311,7385,1,30,2,2,2,11,100
KSante,AurelionSol,Warwick,Xayah,Karma,Lose,56858,63258,0,20,2,0,0,2,200
Shen,Cassiopeia,Poppy,Nilah,Senna,Win,78147,67237,2,25,3,1,2,9,200
Swain,Veigar,LeeSin,Vayne,Lulu,Lose,59412,67602,0,16,0,0,0,1,100
Shen,Cassiopeia,Poppy,Nilah,Kaisa,Win,116623,21645,0,49,0,1,0,4,100
Swain,Veigar,LeeSin,Vayne,Taliyah,Lose,113635,128835,0,59,0,2,0,2,200
Camille,MonkeyKing,Kindred,Jhin,TahmKench,Win,33369,33072,0,15,2,0,2,1,200
Cassiopeia,Leblanc,Poppy,Zeri,Rakan,Lose,29597,32447,0,5,0,0,0,0,100
Gnar,Yone,Nidalee,Zeri,Lulu,Win,56264,7610,1,32,2,1,2,6,100
Sylas,Akshan,Viego,Lucian,Milio,Lose,48505,54530,0,19,0,0,0,1,200
Rumble,Yone,Nidalee,Twitch,Lulu,Win,82501,99939,0,39,5,4,2,9,200
Gragas,Akshan,Graves,Kaisa,Rakan,Lose,90589,100514,3,37,0,0,0,4,100
Gnar,Rumble,Khazix,Jinx,Thresh,Win,44586,5650,0,19,2,1,2,6,100
Jayce,Syndra,Zac,Aphelios,Braum,Lose,37253,41928,0,9,1,0,0,3,200
Yone,Kassadin,Vi,Varus,Karma,Win,80754,78102,1,29,1,1,1,10,200
Nasus,AurelionSol,LeeSin,Ezreal,Lux,Lose,70227,79302,1,24,3,0,1,3,100
Sion,Zed,Ekko,Twitch,Sona,Win,77709,75768,2,25,4,1,1,9,200
Aatrox,TwistedFate,Khazix,Varus,Karma,Lose,66543,72743,0,25,0,0,1,5,100
Camille,Akali,Khazix,Aphelios,Yuumi,Win,44677,46523,0,22,2,0,1,3,200
Garen,Akshan,Viego,Ezreal,Bard,Lose,41448,46148,0,15,0,0,1,1,100
Olaf,Ahri,Viego,Aphelios,Thresh,Win,79325,72779,2,31,3,2,0,10,200
Poppy,Renekton,Nidalee,KogMaw,Nautilus,Lose,65229,71929,0,24,1,0,2,2,100
Quinn,Sylas,Kindred,Jinx,Thresh,Win,72613,70081,1,31,2,1,1,8,200
Renekton,Syndra,Nidalee,Xayah,Leona,Lose,61956,67756,0,23,2,0,1,3,100
Sion,Lissandra,Nidalee,Ezreal,Shaco,Win,47176,45259,0,23,1,1,2,10,200
Gragas,Zed,LeeSin,Caitlyn,Lux,Lose,38809,43809,0,13,1,0,0,0,100
Kayle,Irelia,Gragas,Ezreal,Brand,Win,121019,14575,3,59,2,3,1,10,100
Jax,Akali,Lillia,Aphelios,Karma,Lose,112161,121186,1,43,4,0,1,5,200
Mordekaiser,Irelia,Nocturne,Samira,Thresh,Win,42072,5100,0,21,2,0,2,3,100
Cassiopeia,Kassadin,Zed,Vayne,Lux,Lose,34832,39382,0,11,0,0,0,0,200
Aatrox,Cassiopeia,Belveth,Xayah,Rakan,Win,82557,74800,2,23,3,1,0,8,200
Riven,Ryze,Nidalee,Aphelios,Leona,Lose,66815,72915,0,11,1,0,2,4,100
Sion,Katarina,Maokai,Caitlyn,Lux,Win,57594,56283,1,33,2,1,0,5,200
Illaoi,Anivia,Kindred,Ezreal,Twitch,Lose,47308,55308,0,16,0,0,2,4,100
Jax,Annie,Nidalee,Samira,Nautilus,Win,59781,6150,1,35,2,1,2,7,100
Shen,Akshan,Gragas,Jinx,Rakan,Lose,46136,51421,0,25,0,0,0,1,200
Poppy,Neeko,LeeSin,Zeri,Thresh,Win,36697,4050,0,26,1,0,1,3,100
DrMundo,Galio,Viego,Aphelios,Rakan,Lose,28418,31553,0,7,1,0,0,1,200
Rumble,Nautilus,Vi,Xayah,Janna,Win,64681,6375,2,30,1,1,0,7,100
Rengar,Ornn,Kindred,Jinx,Rakan,Lose,52358,60258,0,23,3,0,2,4,200
Gwen,Gragas,Kindred,Kaisa,Nautilus,Win,57547,5975,1,27,2,2,2,9,100
Jayce,Katarina,Talon,Xayah,Rakan,Lose,44000,49500,0,15,1,0,0,0,200
Jax,Zed,Nasus,Jhin,Nautilus,Win,84258,8425,0,42,2,1,0,9,100
Camille,Sylas,Kayn,Kaisa,Leona,Lose,84066,94821,2,42,3,1,2,6,200
Nasus,TwistedFate,Belveth,Jinx,Velkoz,Win,67255,72496,1,23,0,2,2,9,200
Gragas,Ahri,Vi,Aphelios,Karma,Lose,65461,73121,0,25,3,0,0,3,100
Kayle,Qiyana,Elise,Aphelios,Pyke,Win,30738,32736,0,21,1,0,0,3,200
Rumble,KSante,Graves,Varus,Karma,Lose,27111,31511,0,10,0,0,1,0,100
Pantheon,Ahri,Nidalee,Ezreal,Zyra,Win,38307,7750,0,23,2,1,2,6,100
Shen,Syndra,LeeSin,Aphelios,Blitzcrank,Lose,32581,36781,0,10,0,0,0,0,200
Jax,Vladimir,LeeSin,Aphelios,Thresh,Win,62633,60776,1,31,3,0,0,5,200
Renekton,Talon,Nidalee,Jinx,Lulu,Lose,54001,61251,0,20,0,0,2,4,100
Talon,Jax,Nidalee,Caitlyn,Lux,Win,97551,11850,2,36,5,2,1,9,100
Maokai,Riven,Gragas,Varus,Anivia,Lose,83598,94328,1,24,1,0,0,2,200
Talon,Jax,Nidalee,Caitlyn,Ahri,Win,66686,64568,0,45,0,1,0,4,200
Maokai,Riven,Gragas,Varus,Varus,Lose,57083,67233,0,33,0,0,0,0,100
Zeri,Ahri,LeeSin,Draven,Pyke,Win,30881,29950,0,16,2,0,1,6,200
Malphite,TwistedFate,Khazix,Jinx,Karma,Lose,25300,28225,0,7,0,0,0,0,100
Irelia,Renekton,Nidalee,Kaisa,Rakan,Win,59509,51005,1,27,2,2,2,10,200
Cassiopeia,Jayce,LeeSin,Varus,Heimerdinger,Lose,45480,51000,0,9,0,0,0,1,100
Warwick,Vex,Shaco,Jinx,Nautilus,Win,72566,7550,2,36,3,3,1,11,100
Irelia,Yasuo,Diana,Ezreal,Yuumi,Lose,60868,67193,0,24,1,0,1,2,200
Garen,Fizz,Kindred,Draven,Senna,Win,32259,5375,0,21,2,0,1,4,100
Tryndamere,Veigar,Hecarim,Twitch,Nautilus,Lose,28920,32295,0,7,0,0,0,0,200
Vayne,Cassiopeia,Khazix,Ezreal,Karma,Win,53435,52378,1,32,2,0,1,4,200
Illaoi,Diana,Nunu,Jhin,Xerath,Lose,43893,51693,0,28,0,0,0,1,100
Renekton,Orianna,Sylas,Jinx,Thresh,Win,73735,70771,0,51,3,0,2,7,200
Fiora,Yone,Nidalee,Jhin,Morgana,Lose,61971,73271,0,33,0,0,0,1,100
Rengar,Swain,Zac,Ashe,Neeko,Win,30457,5900,0,34,1,0,1,6,100
Sion,Sylas,Elise,Lucian,Nami,Lose,23280,27180,0,7,0,0,0,0,200
Camille,AurelionSol,Rammus,Aphelios,TahmKench,Win,70882,66704,1,28,2,1,0,8,200
KSante,Viktor,Maokai,Jinx,Thresh,Lose,58054,67604,1,13,2,0,2,3,100
Kennen,Akshan,Sylas,Varus,Ashe,Win,62519,7400,1,29,1,1,1,10,100
Aatrox,Tristana,Khazix,Zeri,Lulu,Lose,52567,59792,0,20,2,0,1,5,200
Kennen,Akshan,Sylas,Varus,Tristana,Win,70719,12200,0,51,0,1,0,4,100
Aatrox,Tristana,Khazix,Zeri,Rumble,Lose,63110,73610,0,40,0,0,0,0,200
Kennen,Akshan,Sylas,Varus,Jayce,Win,36565,38103,0,31,0,0,0,1,200
Aatrox,Tristana,Khazix,Zeri,Viego,Lose,31803,38178,0,18,0,0,0,0,100
Gangplank,Ahri,Khazix,Jinx,Milio,Win,33016,29914,0,17,1,0,1,3,200
Ornn,Ryze,LeeSin,Zeri,Heimerdinger,Lose,26414,29039,0,2,0,0,0,0,100
Gnar,Jayce,Elise,Veigar,Lux,Win,77207,6600,1,35,4,0,1,6,100
Olaf,Katarina,Karthus,Lucian,Yuumi,Lose,65346,72396,0,26,0,0,1,4,200
Jayce,Gragas,Kindred,Xayah,Rell,Win,66770,56035,1,37,3,1,2,10,200
Kennen,Renekton,Ivern,Jinx,Thresh,Lose,48685,54260,0,14,0,0,0,2,100
Jayce,Rumble,Khazix,Lucian,Nami,Win,89831,90521,2,39,2,1,1,9,200
Kennen,Annie,Talon,Zeri,Yuumi,Lose,80371,89946,0,41,3,0,1,5,100
Maokai,TwistedFate,LeeSin,Aphelios,Blitzcrank,Win,78047,10155,2,39,1,4,2,9,100
Sylas,AurelionSol,Hecarim,Jinx,Thresh,Lose,74357,86452,0,31,3,0,0,3,200
Kayle,Yasuo,Gragas,Aphelios,Rakan,Win,70665,6925,1,27,2,3,2,11,100
Poppy,Ahri,Karthus,Ezreal,Sona,Lose,62171,69996,1,20,1,0,0,1,200
Olaf,Annie,Khazix,Jhin,Alistar,Win,47371,5350,0,26,1,0,1,3,100
Rumble,Leblanc,LeeSin,Samira,Nautilus,Lose,43710,49060,0,16,1,0,1,4,200
Pantheon,Viktor,Kayn,Aphelios,Zilean,Win,77345,71752,1,27,4,2,1,10,200
Jax,Kassadin,Khazix,Kaisa,Rakan,Lose,64752,72002,0,20,1,0,1,1,100
Jax,Zed,Nidalee,Xayah,Rakan,Win,38580,3725,0,20,1,0,2,3,100
Gnar,Sylas,LeeSin,Jinx,Thresh,Lose,29165,32100,0,6,0,0,0,0,200
Jax,Akali,LeeSin,Aphelios,Milio,Win,71842,75352,1,43,2,1,2,7,200
Irelia,Ahri,Vi,Samira,Maokai,Lose,60527,66852,0,24,1,0,0,2,100
Sion,Draven,Diana,Ezreal,Karma,Win,43396,41961,0,22,2,0,1,4,200
Kennen,Pantheon,Elise,Varus,Pyke,Lose,36761,44786,0,17,0,0,1,1,100
Gragas,Yone,Lillia,Lucian,Braum,Win,76968,14650,1,33,2,1,0,9,100
Maokai,Zed,Elise,Kaisa,Nautilus,Lose,67944,75169,1,33,2,0,2,6,200
Gragas,Yone,Lillia,Lucian,Nilah,Win,73472,70140,0,57,0,1,0,4,200
Maokai,Zed,Elise,Kaisa,Evelynn,Lose,59640,70340,0,31,0,0,0,0,100
Gragas,Yone,Lillia,Lucian,Caitlyn,Win,96352,102655,0,68,0,2,0,4,200
Maokai,Zed,Elise,Kaisa,Belveth,Lose,90755,103180,0,47,0,1,0,4,100
KSante,Sylas,Zac,Ezreal,Milio,Win,33230,4325,0,17,2,0,1,5,100
Jax,Cassiopeia,Lillia,Xayah,Alistar,Lose,28048,30498,0,5,0,0,0,0,200
KSante,Sylas,Zac,Ezreal,Yuumi,Win,189883,20100,0,88,0,3,0,4,100
Jax,Cassiopeia,Lillia,Xayah,Riven,Lose,173119,195289,0,67,0,1,0,2,200
KSante,Sylas,Zac,Ezreal,Khazix,Win,98973,12375,0,72,0,1,0,4,100
Jax,Cassiopeia,Lillia,Xayah,Poppy,Lose,83053,93903,0,39,0,0,0,1,200
KSante,Sylas,Zac,Ezreal,Fizz,Win,51976,8900,0,35,0,1,0,2,100
Jax,Cassiopeia,Lillia,Xayah,Rammus,Lose,47473,55173,0,25,0,0,0,0,200
Yone,Akshan,Karthus,Aphelios,Thresh,Win,78824,70794,2,42,2,1,1,8,200
Teemo,Tristana,Maokai,Jinx,Nami,Lose,63219,71894,0,30,1,1,1,7,100
Darius,Lux,Nidalee,Ezreal,Morgana,Win,72392,14360,1,48,1,1,0,8,100
Darius,Yasuo,Graves,Veigar,Syndra,Lose,66735,75993,0,38,1,2,2,7,200
Camille,Fizz,MonkeyKing,Aphelios,Nautilus,Win,42677,43596,0,19,1,0,0,1,200
Jax,Chogath,Nidalee,Lucian,Syndra,Lose,37871,42196,0,8,2,0,2,2,100
Kalista,Yasuo,MasterYi,Ezreal,Maokai,Win,99419,15750,2,48,5,3,2,11,100
Cassiopeia,Sett,Karthus,Ezreal,Karma,Lose,88682,96982,0,45,1,0,0,2,200
KSante,Leblanc,LeeSin,Zeri,Lulu,Win,74869,8600,1,37,3,2,0,10,100
Jayce,Vex,Vi,Aphelios,Zilean,Lose,63874,71684,0,20,1,0,1,2,200
Jax,Ahri,LeeSin,Aphelios,Lux,Win,36714,35786,0,26,2,0,0,3,200
Warwick,Ekko,MasterYi,Jinx,Thresh,Lose,30051,34101,0,10,0,0,1,0,100
Irelia,Fizz,Elise,Ezreal,Soraka,Win,40011,36524,0,18,1,1,2,9,200
Jayce,AurelionSol,MonkeyKing,Xayah,Rakan,Lose,32099,35449,0,3,1,0,0,0,100
Yone,AurelionSol,FiddleSticks,Zeri,Milio,Win,98945,8050,1,44,3,1,0,7,100
Gangplank,Talon,Belveth,Sivir,Jayce,Lose,87611,99386,1,36,3,3,2,8,200
Cassiopeia,Viktor,LeeSin,Vayne,Pyke,Win,33690,5025,0,22,1,0,2,2,100
Rumble,Annie,Graves,Sivir,Lulu,Lose,25604,28054,0,2,0,0,0,0,200
Kayle,Yone,Sylas,Draven,Zac,Win,28223,28902,0,22,0,0,0,2,200
KSante,Mordekaiser,Talon,Lucian,TahmKench,Lose,25602,31602,0,11,0,0,0,1,100
Kayle,Yone,Sylas,Draven,Maokai,Win,87120,10900,0,49,0,2,0,4,100
KSante,Mordekaiser,Talon,Lucian,Quinn,Lose,78732,89107,0,42,0,0,0,0,200
Poppy,Talon,RekSai,Aphelios,Rakan,Win,41458,39441,0,20,2,0,2,5,200
Camille,KSante,Karthus,Twitch,Janna,Lose,34141,37541,0,9,0,0,0,0,100
Poppy,Talon,RekSai,Aphelios,Kalista,Win,88520,11850,0,44,0,2,0,3,100
Camille,KSante,Karthus,Twitch,Pyke,Lose,89952,102602,0,52,0,0,0,2,200
Volibear,Zed,Ekko,Ezreal,Thresh,Win,44614,5725,0,26,2,0,1,5,100
Jax,Irelia,Sylas,Varus,Lulu,Lose,37289,41939,0,9,0,0,1,1,200
Ornn,Talon,Karthus,Jinx,Milio,Win,90286,84929,2,41,3,1,2,10,200
Maokai,Ahri,MasterYi,Xayah,Nautilus,Lose,75779,84479,0,43,0,0,0,4,100
Fiora,Yasuo,Nidalee,Aphelios,Annie,Win,85912,83239,2,33,1,2,1,11,200
Ornn,Renekton,Amumu,Jinx,Swain,Lose,75114,84289,0,30,3,0,1,4,100
Camille,Talon,Gragas,Tristana,Renata,Win,30392,33648,0,15,1,0,1,2,200
Maokai,Galio,Graves,Kaisa,Nautilus,Lose,28573,32448,0,8,1,0,1,1,100
Renekton,Pantheon,LeeSin,Zeri,Yuumi,Win,69724,68874,1,31,4,1,0,9,200
Gwen,Yasuo,Vi,Kaisa,Lulu,Lose,61524,68374,1,25,1,0,2,3,100
Jax,Talon,Gragas,Jinx,Milio,Win,57592,6295,1,42,1,1,2,9,100
Riven,Sylas,Sejuani,Aphelios,Thresh,Lose,44672,51672,0,23,2,0,0,1,200
Sylas,Gragas,Kayn,Aphelios,Blitzcrank,Win,63422,56299,1,36,4,0,2,7,200
Malphite,Azir,Rengar,Ezreal,Shaco,Lose,49549,54859,0,20,0,0,0,1,100
Kennen,Akshan,Taliyah,Jinx,Braum,Win,57974,53573,1,17,3,2,2,11,200
Vladimir,Viktor,Hecarim,Aphelios,Blitzcrank,Lose,47073,51998,0,7,0,0,0,0,100
KSante,Ekko,Nocturne,Aphelios,Swain,Win,66577,8000,1,34,2,2,2,9,100
Yone,Akali,LeeSin,Ezreal,Rell,Lose,54363,60263,0,22,0,0,0,2,200
Mordekaiser,Sylas,Graves,Sivir,Yuumi,Win,75212,7525,2,43,3,4,2,10,100
Gangplank,Yone,Karthus,Jinx,Amumu,Lose,70173,77373,0,29,1,0,0,1,200
Illaoi,Ahri,Sejuani,Draven,Renata,Win,65157,5350,1,30,1,1,1,9,100
Gwen,Irelia,Maokai,Aphelios,Thresh,Lose,47942,53467,0,10,1,0,1,3,200
Illaoi,Malzahar,LeeSin,Ezreal,Karma,Win,69216,8925,1,41,3,2,0,9,100
Tryndamere,Akali,Viego,Nilah,Nautilus,Lose,54840,61040,0,25,0,0,2,2,200
Malphite,KSante,Rengar,Jinx,Blitzcrank,Win,78079,8150,1,30,3,4,2,10,100
Karma,Gragas,RekSai,Xayah,Rakan,Lose,74650,83125,1,22,1,0,0,3,200
Camille,Leblanc,Khazix,Lucian,Milio,Win,31948,5125,0,32,1,0,1,3,100
KSante,Jayce,Maokai,Ezreal,Yuumi,Lose,25842,29567,0,9,0,0,0,0,200
Fiora,Zed,Sylas,Ashe,Rakan,Win,0,500,0,0,0,0,0,0,200
KSante,Irelia,Nidalee,Xayah,Morgana,Lose,0,0,0,0,0,0,0,0,100
KSante,Akshan,Nidalee,Aphelios,Zilean,Win,75923,76259,2,34,1,1,1,9,200
Urgot,Irelia,Zac,Ashe,Shaco,Lose,68584,77159,0,29,3,0,1,3,100
KSante,Akshan,Nidalee,Aphelios,Leblanc,Win,137487,14650,0,74,0,2,0,4,100
Urgot,Irelia,Zac,Ashe,Brand,Lose,136989,150739,0,87,0,1,0,2,200
KSante,Akshan,Nidalee,Aphelios,Pyke,Win,91914,15865,0,64,0,0,0,1,100
Urgot,Irelia,Zac,Ashe,Jax,Lose,80314,91964,0,42,0,0,0,1,200
Poppy,Akshan,LeeSin,Aphelios,Milio,Win,67158,6475,0,22,2,1,1,7,100
Sion,Talon,Nidalee,Jinx,Lulu,Lose,67789,74189,1,23,2,0,1,3,200
Yorick,Zed,Nunu,Ezreal,Xerath,Win,63813,59486,1,30,3,2,1,9,200
Sion,Ahri,Graves,Tristana,Lulu,Lose,52701,58676,0,19,1,0,1,2,100
Riven,Akali,LeeSin,Varus,Nautilus,Win,0,561,0,0,0,0,0,0,200
Kled,Talon,Nidalee,Tristana,Xerath,Lose,61,561,0,0,0,0,0,0,100
Riven,Akali,LeeSin,Varus,Blitzcrank,Win,78738,81278,0,44,0,1,0,4,200
Kled,Talon,Nidalee,Tristana,Draven,Lose,72228,86328,0,47,0,0,0,1,100
Gragas,Yasuo,LeeSin,Draven,Yuumi,Win,58032,6475,1,29,2,2,1,8,100
Gwen,Katarina,Viego,Ezreal,Sona,Lose,48378,52728,0,14,1,0,1,2,200
KSante,Tristana,Nidalee,Jhin,Thresh,Win,62055,58689,0,40,1,2,0,10,200
Pantheon,Zoe,Nunu,Kaisa,Nautilus,Lose,52489,59864,1,29,2,0,2,2,100
Teemo,Neeko,Khazix,Xayah,Rakan,Win,60269,5875,1,30,0,2,0,9,100
Sion,Veigar,MonkeyKing,Kaisa,Nautilus,Lose,52102,57227,0,23,3,0,1,2,200
Teemo,Neeko,Khazix,Xayah,Zyra,Win,110068,14000,0,79,0,1,0,4,100
Sion,Veigar,MonkeyKing,Kaisa,Syndra,Lose,99853,110763,0,48,0,0,0,1,200
Poppy,Pantheon,Karthus,Ezreal,Pyke,Win,62780,7775,1,44,3,1,0,9,100
Kayle,Viego,Graves,Twitch,Zilean,Lose,49025,55325,0,15,0,0,2,1,200
Aatrox,Ahri,Khazix,MissFortune,Annie,Win,61956,54861,1,35,2,1,0,7,200
Nasus,Ekko,Poppy,Xayah,Nautilus,Lose,47576,53851,0,24,1,0,2,4,100
Ornn,Fizz,Kindred,Kaisa,Nautilus,Win,74925,71308,1,35,4,2,0,9,200
KSante,Vladimir,Warwick,Jinx,Karma,Lose,62953,71103,0,14,0,0,2,2,100
Kayle,Taliyah,LeeSin,Caitlyn,Milio,Win,41441,37177,0,19,2,1,1,8,200
Renekton,Rumble,FiddleSticks,Ashe,Taric,Lose,31702,35177,0,6,0,0,1,0,100
Camille,AurelionSol,Nidalee,Kaisa,Belveth,Win,46494,5000,0,24,2,0,2,4,100
Jax,Akali,Ekko,Jhin,Milio,Lose,38859,42684,0,12,0,0,0,1,200
Darius,AurelionSol,Poppy,Kaisa,Pyke,Win,55969,52479,1,34,0,1,2,7,200
Sion,Viktor,Khazix,Aphelios,Thresh,Lose,44379,49929,0,16,1,0,0,3,100
Poppy,Tristana,Nunu,Aphelios,Milio,Win,58858,5625,1,19,1,0,1,4,100
Gragas,Neeko,Viego,Ezreal,Karma,Lose,56649,63424,0,18,3,0,1,5,200
Maokai,Zed,Warwick,KogMaw,Milio,Win,42632,41771,0,25,2,0,1,4,200
LeeSin,Fizz,Volibear,Samira,Alistar,Lose,36721,41096,0,18,0,0,1,1,100
Garen,Sylas,LeeSin,Samira,Zac,Win,68169,7600,0,42,3,5,2,11,100
Kayle,AurelionSol,Poppy,Ezreal,Karma,Lose,68721,75281,1,22,1,0,0,0,200
Ornn,AurelionSol,Viego,Kalista,Nautilus,Win,74,500,0,0,0,0,0,0,100
Camille,Kaisa,Nidalee,Karthus,Seraphine,Lose,61,561,0,0,0,0,0,0,200
Jayce,Leblanc,Gragas,Jinx,Thresh,Win,65096,57009,1,32,3,1,2,8,200
Sion,Sylas,Sejuani,Xayah,Rakan,Lose,50359,56009,0,18,0,0,0,2,100
Malphite,Katarina,Nidalee,Jinx,Lux,Win,51898,7685,0,37,1,2,1,10,100
Yone,Ahri,FiddleSticks,Aphelios,Thresh,Lose,42261,46586,0,15,1,0,1,1,200
Jayce,AurelionSol,MasterYi,Draven,Twitch,Win,73413,15000,1,33,0,3,2,11,100
TahmKench,Irelia,Rengar,Ezreal,Blitzcrank,Lose,76431,88031,0,39,3,0,0,3,200
Poppy,Yone,Elise,Xayah,Milio,Win,31983,3350,0,15,2,0,2,2,100
DrMundo,Viktor,Graves,Ezreal,Karma,Lose,27486,30961,0,8,0,0,0,0,200
Rumble,Galio,MasterYi,Ezreal,Chogath,Win,66868,66694,1,43,3,1,1,7,200
Malphite,Malzahar,LeeSin,Kalista,Amumu,Lose,58044,65344,0,38,1,0,0,3,100
Renekton,Pantheon,Ekko,Jhin,Blitzcrank,Win,46837,5625,0,27,2,0,2,4,100
Aatrox,Ahri,Talon,Caitlyn,Annie,Lose,38316,42041,0,14,0,0,0,0,200
Renekton,Pantheon,Ekko,Jhin,Viktor,Win,82214,83869,0,61,0,1,0,4,200
Aatrox,Ahri,Talon,Caitlyn,Darius,Lose,71574,82874,0,44,0,0,0,1,100
Tryndamere,Sylas,Zac,Draven,Pyke,Win,36613,37546,0,27,2,0,1,1,200
Gragas,Annie,Kindred,Samira,Nautilus,Lose,31746,34996,0,11,0,0,1,1,100
Jayce,Lissandra,Taliyah,Samira,Nautilus,Win,34088,4525,0,30,0,0,1,4,100
Garen,Camille,Karthus,Jinx,Lulu,Lose,30235,34560,0,14,1,0,0,0,200
Kennen,Ahri,XinZhao,Varus,Heimerdinger,Win,60853,57846,1,37,3,2,2,9,200
Jayce,Sylas,Zac,Aphelios,TahmKench,Lose,50611,62511,0,19,0,0,0,3,100
Kindred,Sylas,Hecarim,Jinx,Thresh,Win,69399,6425,1,28,3,0,1,7,100
Zac,Ahri,XinZhao,Aphelios,Lulu,Lose,57850,62925,0,17,1,0,1,2,200
Kindred,Sylas,Hecarim,Jinx,Gragas,Win,86744,88796,0,52,0,2,0,3,200
Zac,Ahri,XinZhao,Aphelios,Jhin,Lose,80546,94046,0,47,0,0,0,1,100
Olaf,Ahri,Kindred,Aphelios,Maokai,Win,55357,48600,1,24,4,0,2,7,200
DrMundo,TwistedFate,Graves,Jinx,Thresh,Lose,43300,48850,0,11,0,0,0,2,100
Garen,Yasuo,Karthus,Ezreal,Yuumi,Win,62002,7100,0,28,2,1,1,8,100
Zac,Sylas,Vi,MissFortune,Lulu,Lose,60125,66575,1,26,1,0,1,0,200
Poppy,Leblanc,LeeSin,Aphelios,Rakan,Win,76459,7225,1,35,2,3,2,10,100
KogMaw,Akshan,Khazix,Jinx,Milio,Lose,69082,75767,1,25,2,0,0,2,200
DrMundo,Qiyana,Nidalee,Ezreal,Karma,Win,68477,55696,1,42,2,2,1,10,200
Jayce,Cassiopeia,Graves,KogMaw,Lulu,Lose,48496,53906,0,15,1,0,1,2,100
Sion,Yasuo,Diana,Zeri,Taric,Win,58856,51627,1,29,2,2,0,7,200
Poppy,Vex,Hecarim,Jinx,Alistar,Lose,45702,50802,0,9,1,0,2,0,100
Darius,Ahri,Gragas,Xayah,Rakan,Win,59589,7525,1,25,2,2,2,7,100
Karthus,Viego,LeeSin,Zeri,Seraphine,Lose,53001,61400,0,14,1,0,0,2,200
Pantheon,Galio,MonkeyKing,Ashe,Thresh,Win,72261,8225,1,49,2,2,2,11,100
Sylas,Gangplank,Amumu,Lucian,Blitzcrank,Lose,58939,67039,0,35,1,0,0,0,200
Malphite,Yasuo,Zac,Aphelios,Renata,Win,72649,79027,1,24,2,2,2,9,200
Gragas,Akshan,Ekko,Jinx,Rakan,Lose,71667,78907,1,24,2,0,0,3,100
Jax,KSante,Nidalee,Zeri,Yuumi,Win,78144,8125,2,31,3,2,2,9,100
Cassiopeia,Irelia,Karthus,Xayah,Rakan,Lose,68510,75485,0,20,1,0,0,4,200
Jax,KSante,Nidalee,Zeri,Twitch,Win,89235,21200,0,51,0,2,0,4,100
Cassiopeia,Irelia,Karthus,Xayah,Nilah,Lose,83777,94377,0,35,0,0,0,0,200
Poppy,Annie,Neeko,Varus,Karma,Win,58475,7285,1,33,2,1,2,7,100
Jayce,Akali,Sylas,Zeri,Velkoz,Lose,53756,61501,0,26,0,0,0,4,200
Poppy,Annie,Neeko,Varus,Akshan,Win,71859,12200,0,51,0,1,0,2,100
Jayce,Akali,Sylas,Zeri,Brand,Lose,65888,75423,0,37,0,0,0,0,200
Poppy,Rumble,Nidalee,Ezreal,Braum,Win,62494,69058,1,31,3,1,1,7,200
Akshan,Singed,Viego,Zeri,Rakan,Lose,55808,63458,0,19,0,0,1,3,100
Jax,Taliyah,LeeSin,Vayne,Thresh,Win,39672,4900,0,17,3,0,2,5,100
Malphite,Azir,MasterYi,Jinx,Blitzcrank,Lose,35544,39244,0,4,0,0,0,1,200
Chogath,Gwen,Viego,Caitlyn,Lux,Win,52031,58426,0,30,2,0,1,4,200
Teemo,Malphite,Nocturne,MissFortune,Ashe,Lose,46526,53326,0,24,1,0,1,2,100
Jax,Talon,Nidalee,Aphelios,Milio,Win,32573,4000,0,18,1,0,1,3,100
Malphite,Vladimir,Volibear,KogMaw,Lulu,Lose,23580,26305,0,1,1,0,0,0,200
KSante,Leblanc,Viego,Ezreal,Zilean,Win,86672,8950,1,24,5,2,0,11,100
Fiora,Ahri,MasterYi,Jinx,Milio,Lose,76371,83771,1,18,0,1,2,5,200
Nasus,Yasuo,Gragas,Varus,Soraka,Win,33585,32922,0,13,2,0,1,2,200
Teemo,KSante,Karthus,Xayah,Morgana,Lose,28547,32047,0,0,0,0,1,0,100
Jayce,Irelia,Evelynn,Ezreal,Taric,Win,83494,11300,2,38,1,1,2,8,100
Ornn,Lux,XinZhao,Twitch,Thresh,Lose,69024,81974,0,30,3,0,0,4,200
